province,district,palika,final_latitude,final_longitude,final_coordinate_source,final_coordinate_quality,local_unit_source_name,local_unit_source_district,local_unit_source_province,local_unit_match_method,final_review_note
Madhesh,Parsa,Bindabasini Rural Municipality,27.03539962,84.79636161,local_unit_shapefile_centroid,local_unit_confirmed,Bindabasini,PARSA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Parsa,Birgunj Metropolitan City,27.08243897,84.89604779,local_unit_shapefile_centroid,local_unit_confirmed,Birgunj,PARSA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Parsa,Chhipaharmai Rural Municipality,27.05836759,84.67356365,local_unit_shapefile_centroid,local_unit_confirmed,Chhipaharmai,PARSA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Parsa,Dhobini Rural Municipality,27.09677391,84.69615040,local_unit_shapefile_centroid,local_unit_confirmed,Dhobini,PARSA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Parsa,Jaganathpur Rural Municipality,27.13904724,84.72520432,local_unit_shapefile_centroid,local_unit_review_variant,Jagarnathpur,PARSA,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Parsa,Jira Bhawani Rural Municipality,27.19995582,84.73444668,local_unit_shapefile_centroid,local_unit_confirmed,Jirabhawani,PARSA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Parsa,Kalikamai Rural Municipality,27.06570938,84.72861489,local_unit_shapefile_centroid,local_unit_confirmed,Kalikamai,PARSA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Parsa,Pakahamainpur Rural Municipality,27.02788439,84.73766926,local_unit_shapefile_centroid,local_unit_confirmed,Pakahamainpur,PARSA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Parsa,Parsagadi Municipality,27.17072299,84.89170633,local_unit_shapefile_centroid,local_unit_review_variant,Parsagadhi,PARSA,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Parsa,Paterwasugauli Rural Municipality,27.19294614,84.79237950,local_unit_shapefile_centroid,local_unit_confirmed,Paterwasugauli,PARSA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Parsa,Pokhariya Municipality,27.07686212,84.76585056,local_unit_shapefile_centroid,local_unit_confirmed,Pokhariya,PARSA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Parsa,Sakhuwa Prasauni Rural Municipality,27.16642859,84.82776394,local_unit_shapefile_centroid,local_unit_confirmed,SakhuwaPrasauni,PARSA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Parsa,Thori Rural Municipality,27.32052494,84.63689863,local_unit_shapefile_centroid,local_unit_confirmed,Thori,PARSA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Rautahat,Baudhimai Municipality,26.89024122,85.22095099,local_unit_shapefile_centroid,local_unit_confirmed,Baudhimai,RAUTAHAT,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Rautahat,Brindaban Municipality,27.04100383,85.37578319,local_unit_shapefile_centroid,local_unit_confirmed,Brindaban,RAUTAHAT,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Rautahat,Chandrapur Municipality,27.13860765,85.37044579,local_unit_shapefile_centroid,local_unit_confirmed,Chandrapur,RAUTAHAT,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Rautahat,Debahi Gonahi Municipality,26.93171443,85.26143299,local_unit_shapefile_centroid,local_unit_review_variant,Dewahhi Gonahi,RAUTAHAT,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Rautahat,Durga Bhagawati Rural Municipality,26.83802981,85.32475453,local_unit_shapefile_centroid,local_unit_review_variant,Durga Bhagwati,RAUTAHAT,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Rautahat,Gadhimai Municipality,26.94198196,85.37002124,local_unit_shapefile_centroid,local_unit_confirmed,Gadhimai,RAUTAHAT,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Rautahat,Garuda Municipality,26.95351594,85.31874205,local_unit_shapefile_centroid,local_unit_confirmed,Garuda,RAUTAHAT,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Rautahat,Gaur Municipality,26.77787266,85.27699544,local_unit_shapefile_centroid,local_unit_confirmed,Gaur,RAUTAHAT,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Rautahat,Gujara Municipality,27.10462709,85.27180856,local_unit_shapefile_centroid,local_unit_confirmed,Gujara,RAUTAHAT,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Rautahat,Ishanath Municipality,26.79311759,85.21562560,local_unit_shapefile_centroid,local_unit_confirmed,Ishanath,RAUTAHAT,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Rautahat,Katahariya Municipality,26.99532628,85.25240616,local_unit_shapefile_centroid,local_unit_confirmed,Katahariya,RAUTAHAT,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Rautahat,Madav Narayan Municipality,26.89060194,85.33167087,local_unit_shapefile_centroid,local_unit_review_variant,Madhav Narayan,RAUTAHAT,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Rautahat,Maulapur Municipality,26.92944878,85.20346165,local_unit_shapefile_centroid,local_unit_confirmed,Maulapur,RAUTAHAT,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Rautahat,Paroha Municipality,26.85446649,85.23704474,local_unit_shapefile_centroid,local_unit_confirmed,Paroha,RAUTAHAT,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Rautahat,Phatuwa Bijayapur Municipality,27.02006250,85.20566926,local_unit_shapefile_centroid,local_unit_confirmed,Phatuwa Bijayapur,RAUTAHAT,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Rautahat,Rajdevi Municipality,26.77749313,85.31744024,local_unit_shapefile_centroid,local_unit_confirmed,Rajdevi,RAUTAHAT,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Rautahat,Rajpur Municipality,26.81661040,85.25809573,local_unit_shapefile_centroid,local_unit_confirmed,Rajpur,RAUTAHAT,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Rautahat,Yamunamai Rural Municipality,26.84522996,85.29906563,local_unit_shapefile_centroid,local_unit_review_variant,Yemunamai,RAUTAHAT,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Saptari,Agnisair Krishnasawaran Rural Municipality,26.64679021,86.79697475,local_unit_shapefile_centroid,local_unit_review_variant,Agnisair Krishna Savaran,SAPTARI,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Saptari,Balan Bihul Rural Municipality,26.57120379,86.52205598,local_unit_shapefile_centroid,local_unit_confirmed,Balan Bihul,SAPTARI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Saptari,Bishnupur Rural Municipality,26.51830586,86.72032434,local_unit_shapefile_centroid,local_unit_confirmed,Bishnupur,SAPTARI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Saptari,Bodebarsaien Municipality,26.56412779,86.57384742,local_unit_shapefile_centroid,local_unit_review_variant,Bode Barsain,SAPTARI,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Saptari,Chhinnamasta Rural Municipality,26.46168653,86.73407837,local_unit_shapefile_centroid,local_unit_confirmed,Chhinnamasta,SAPTARI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Saptari,Dakneshwori Municipality,26.52985658,86.63288195,local_unit_shapefile_centroid,local_unit_confirmed,Dakneshwori,SAPTARI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Saptari,Hanumannagar Kankalini Municipality,26.51216117,86.87873604,local_unit_shapefile_centroid,local_unit_confirmed,Hanumannagar Kankalini,SAPTARI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Saptari,Kanchanroop Municipality,26.63580184,86.90071920,local_unit_shapefile_centroid,local_unit_confirmed,Kanchanrup,SAPTARI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Saptari,Khadak Municipality,26.64044836,86.60706104,local_unit_shapefile_centroid,local_unit_confirmed,Khadak,SAPTARI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Saptari,Mahadeva Rural Municipality,26.55031990,86.81817673,local_unit_shapefile_centroid,local_unit_confirmed,Mahadeva,SAPTARI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Saptari,Rajbiraj Municipality,26.53518237,86.76787635,local_unit_shapefile_centroid,local_unit_confirmed,Rajbiraj,SAPTARI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Saptari,Rajgadh Rural Municipality,26.49297200,86.66547200,palika_center_fallback,review_spelling_variant,,,,local_unit_unmatched,No reliable local_unit match; retained previous palika_center coordinate. Review only if GIS-grade precision is required.
Madhesh,Saptari,Rupani Rural Municipality,26.61234151,86.73214450,local_unit_shapefile_centroid,local_unit_confirmed,Rupani,SAPTARI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Saptari,Saptakoshi Municipality,26.71034034,86.92980658,local_unit_shapefile_centroid,local_unit_confirmed,Saptakoshi,SAPTARI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Saptari,Shambhunath Municipality,26.63786657,86.68451280,local_unit_shapefile_centroid,local_unit_confirmed,Shambhunath,SAPTARI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Saptari,Surunga Municipality,26.69908882,86.54207880,local_unit_shapefile_centroid,local_unit_confirmed,Surunga,SAPTARI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Saptari,Tilathi Koiladi Rural Municipality,26.48917109,86.80856998,local_unit_shapefile_centroid,local_unit_confirmed,Tilathi Koiladi,SAPTARI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Saptari,Tirahut Rural Municipality,26.59296922,86.85587531,local_unit_shapefile_centroid,local_unit_confirmed,Tirahut,SAPTARI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Sarlahi,Bagmati Municipality,27.07741900,85.47950110,local_unit_shapefile_centroid,local_unit_confirmed,Bagmati,SARLAHI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Sarlahi,Balara Municipality,26.79496547,85.37096933,local_unit_shapefile_centroid,local_unit_confirmed,Balara,SARLAHI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Sarlahi,Barahathawa Municipality,26.98146990,85.45605478,local_unit_shapefile_centroid,local_unit_confirmed,Barahathawa,SARLAHI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Sarlahi,Basbariya Rural Municipality,26.92572513,85.44162434,local_unit_shapefile_centroid,local_unit_confirmed,Basbariya,SARLAHI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Sarlahi,Bishnu Rural Municipality,26.81510791,85.47494585,local_unit_shapefile_centroid,local_unit_confirmed,Bishnu,SARLAHI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Sarlahi,Brahmapuri Rural Municipality,26.88993085,85.61217680,local_unit_shapefile_centroid,local_unit_review_variant,Bramhapuri,SARLAHI,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Sarlahi,Chakraghatta Rural Municipality,26.89965872,85.51208616,local_unit_shapefile_centroid,local_unit_confirmed,Chakraghatta,SARLAHI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Sarlahi,Chandranagar Rural Municipality,26.93721450,85.60281819,local_unit_shapefile_centroid,local_unit_confirmed,Chandranagar,SARLAHI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Sarlahi,Dhankaul Rural Municipality,26.88274348,85.41149906,local_unit_shapefile_centroid,local_unit_confirmed,Dhankaul,SARLAHI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Sarlahi,Godaita Municipality,26.84407652,85.44791916,local_unit_shapefile_centroid,local_unit_confirmed,Godaita,SARLAHI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Sarlahi,Harion Municipality,27.10032388,85.57651570,local_unit_shapefile_centroid,local_unit_confirmed,Hariwan,SARLAHI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Sarlahi,Haripur Municipality,27.01094826,85.55073404,local_unit_shapefile_centroid,local_unit_confirmed,Haripur,SARLAHI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Sarlahi,Haripurwa Municipality,26.91437975,85.68919599,local_unit_shapefile_centroid,local_unit_confirmed,Haripurwa,SARLAHI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Sarlahi,Ishworpur Municipality,27.00902320,85.69622911,local_unit_shapefile_centroid,local_unit_confirmed,Ishworpur,SARLAHI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Sarlahi,Kabilasi Municipality,26.94079172,85.53913030,local_unit_shapefile_centroid,local_unit_confirmed,Kabilasi,SARLAHI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Sarlahi,Kaudena Rural Municipality,26.85845083,85.50954763,local_unit_shapefile_centroid,local_unit_confirmed,Kaudena,SARLAHI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Sarlahi,Lalbandi Municipality,27.10258929,85.69132615,local_unit_shapefile_centroid,local_unit_confirmed,Lalbandi,SARLAHI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Sarlahi,Malangwa Municipality,26.85847133,85.55013414,local_unit_shapefile_centroid,local_unit_review_variant,Malangawa,SARLAHI,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Sarlahi,Parsa Rural Municipality,26.87337527,85.65615922,local_unit_shapefile_centroid,local_unit_confirmed,Parsa,SARLAHI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Sarlahi,Ramnagar Rural Municipality,26.83785075,85.38384703,local_unit_shapefile_centroid,local_unit_confirmed,Ramnagar,SARLAHI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Siraha,Arnama Rural Municipality,26.69583962,86.29071560,local_unit_shapefile_centroid,local_unit_confirmed,Arnama,SIRAHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Siraha,Aurahi Rural Municipality,26.64192293,86.30899566,local_unit_shapefile_centroid,local_unit_confirmed,Aurahi,SIRAHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Siraha,Bariyarpatti Rural Municipality,26.62993644,86.36949411,local_unit_shapefile_centroid,local_unit_confirmed,Bariyarpatti,SIRAHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Siraha,Bhagawanpur Rural Municipality,26.58578830,86.47434668,local_unit_shapefile_centroid,local_unit_confirmed,Bhagawanpur,SIRAHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Siraha,Bishnupur Rural Municipality,26.72857056,86.25367667,local_unit_shapefile_centroid,local_unit_confirmed,Bishnupur,SIRAHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Siraha,Dhangadhimai Municipality,26.81040640,86.41613799,local_unit_shapefile_centroid,local_unit_confirmed,Dhangadhimai,SIRAHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Siraha,Golbazar Municipality,26.81442601,86.34628303,local_unit_shapefile_centroid,local_unit_confirmed,Golbazar,SIRAHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Siraha,Kalyanpur Municipality,26.76019729,86.20206122,local_unit_shapefile_centroid,local_unit_confirmed,Kalyanpur,SIRAHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Siraha,Karjanha Municipality,26.86789849,86.18188297,local_unit_shapefile_centroid,local_unit_confirmed,Karjanha,SIRAHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Siraha,Lahan Municipality,26.75643907,86.48361906,local_unit_shapefile_centroid,local_unit_confirmed,Lahan,SIRAHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Siraha,Laxmipur Patari Rural Municipality,26.66851083,86.41482663,local_unit_shapefile_centroid,local_unit_confirmed,Laxmipur Patari,SIRAHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Siraha,Mirchaiya Municipality,26.83500755,86.25996095,local_unit_shapefile_centroid,local_unit_confirmed,Mirchaiya,SIRAHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Siraha,Naraha Rural Municipality,26.77484199,86.28222354,local_unit_shapefile_centroid,local_unit_confirmed,Naraha,SIRAHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Siraha,Navarajpur Rural Municipality,26.60758988,86.43513941,local_unit_shapefile_centroid,local_unit_review_variant,Nawarajpur,SIRAHA,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Siraha,Sakhuwanankarkatti Rural Municipality,26.63649579,86.47167791,local_unit_shapefile_centroid,local_unit_confirmed,Sakhuwanankarkatti,SIRAHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Siraha,Siraha Municipality,26.64711883,86.22194173,local_unit_shapefile_centroid,local_unit_confirmed,Siraha,SIRAHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Siraha,Sukhipur Municipality,26.69633115,86.35266792,local_unit_shapefile_centroid,local_unit_confirmed,Sukhipur,SIRAHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Bhaktapur,Bhaktapur Municipality,27.67475381,85.43188085,local_unit_shapefile_centroid,local_unit_confirmed,Bhaktapur,BHAKTAPUR,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Bhaktapur,Changunarayan Municipality,27.69600581,85.46499622,local_unit_shapefile_centroid,local_unit_confirmed,Changunarayan,BHAKTAPUR,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Bhaktapur,Madhyapur Thimi Municipality,27.68224589,85.38379428,local_unit_shapefile_centroid,local_unit_confirmed,Madhyapur Thimi,BHAKTAPUR,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Bhaktapur,Suryabinayak Municipality,27.64900655,85.42772772,local_unit_shapefile_centroid,local_unit_confirmed,Suryabinayak,BHAKTAPUR,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Rasuwa,Aamachhodingmo Rural Municipality,28.17124000,85.31489200,palika_center_fallback,confirmed,,,,local_unit_unmatched,No reliable local_unit match; retained previous palika_center coordinate. Review only if GIS-grade precision is required.
Bagmati,Rasuwa,Gosaikunda Rural Municipality,28.21206867,85.50962862,local_unit_shapefile_centroid,local_unit_confirmed,Gosaikunda,RASUWA,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Rasuwa,Kalika Rural Municipality,28.02695711,85.22428493,local_unit_shapefile_centroid,local_unit_confirmed,Kalika,RASUWA,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Rasuwa,Naukunda Rural Municipality,28.02490595,85.30692891,local_unit_shapefile_centroid,local_unit_confirmed,Naukunda,RASUWA,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Rasuwa,Uttargaya Rural Municipality,28.08716558,85.18617559,local_unit_shapefile_centroid,local_unit_confirmed,Uttargaya,RASUWA,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhuli,Dudhauli Municipality,27.03229393,86.24111735,local_unit_shapefile_centroid,local_unit_confirmed,Dudhouli,SINDHULI,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhuli,Ghanglekh Rural Municipality,27.34309217,85.78858091,local_unit_shapefile_centroid,local_unit_confirmed,Ghanglekh,SINDHULI,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhuli,Golanjor Rural Municipality,27.25190844,86.06993551,local_unit_shapefile_centroid,local_unit_confirmed,Golanjor,SINDHULI,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhuli,Hariharpurgadhi Rural Municipality,27.25137218,85.54334701,local_unit_shapefile_centroid,local_unit_confirmed,Hariharpurgadhi,SINDHULI,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhuli,Kamalamai Municipality,27.18752995,85.93294963,local_unit_shapefile_centroid,local_unit_confirmed,Kamalamai,SINDHULI,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhuli,Marin Rural Municipality,27.25509215,85.69961704,local_unit_shapefile_centroid,local_unit_confirmed,Marin,SINDHULI,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhuli,Phikkal Rural Municipality,27.18665926,86.28850595,local_unit_shapefile_centroid,local_unit_confirmed,Phikkal,SINDHULI,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhuli,Sunkoshi Rural Municipality,27.37937828,85.88381657,local_unit_shapefile_centroid,local_unit_confirmed,Sunkoshi,SINDHULI,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhuli,Tinpatan Rural Municipality,27.13356144,86.13453206,local_unit_shapefile_centroid,local_unit_confirmed,Tinpatan,SINDHULI,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhupalchok,Balefi Rural Municipality,27.78097272,85.80591429,local_unit_shapefile_centroid,local_unit_confirmed,Balefi,SINDHUPALCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhupalchok,Barhabise Municipality,27.82151388,85.90243786,local_unit_shapefile_centroid,local_unit_confirmed,Barhabise,SINDHUPALCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhupalchok,Bhotekoshi Rural Municipality,27.91783476,85.93856004,local_unit_shapefile_centroid,local_unit_confirmed,Bhotekoshi,SINDHUPALCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhupalchok,Chautara Sangachokgadhi Municipality,27.75769277,85.72208507,local_unit_shapefile_centroid,local_unit_confirmed,Chautara SangachokGadhi,SINDHUPALCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhupalchok,Helambu Rural Municipality,28.00025675,85.53045265,local_unit_shapefile_centroid,local_unit_confirmed,Helambu,SINDHUPALCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhupalchok,Indrawati Rural Municipality,27.78370302,85.64128814,local_unit_shapefile_centroid,local_unit_confirmed,Indrawati,SINDHUPALCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhupalchok,Jugal Rural Municipality,28.01525088,85.79340356,local_unit_shapefile_centroid,local_unit_confirmed,Jugal,SINDHUPALCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhupalchok,Lisankhu Pakhar Rural Municipality,27.67342355,85.87809114,local_unit_shapefile_centroid,local_unit_review_variant,Lisangkhu Pakhar,SINDHUPALCHOK,Bagmati,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
