province,district,palika,final_latitude,final_longitude,final_coordinate_source,final_coordinate_quality,local_unit_source_name,local_unit_source_district,local_unit_source_province,local_unit_match_method,final_review_note
Lumbini,Rolpa,Madi Gaunpalika,28.39251875,82.50003691,local_unit_shapefile_centroid,local_unit_confirmed,Madi,ROLPA,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Lumbini,Rolpa,Rolpa Nagarpalika,28.33707448,82.62809280,local_unit_shapefile_centroid,local_unit_confirmed,Rolpa,ROLPA,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Lumbini,Rolpa,Runtigadhi Gaunpalika,28.18692973,82.52180887,local_unit_shapefile_centroid,local_unit_review_variant,Runtigadi,ROLPA,Lumbini,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Lumbini,Rolpa,Gangadebha Gaunpalika,28.44499865,82.42308243,local_unit_shapefile_centroid,local_unit_review_variant,Sukidaha,ROLPA,Lumbini,local_unit_alias_renamed_or_variant,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Lumbini,Rolpa,Sunachhahari Gaunpalika,28.37579135,82.82588143,local_unit_shapefile_centroid,local_unit_review_variant,Sunchhahari,ROLPA,Lumbini,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Lumbini,Rolpa,Sunilsmriti Gaunpalika,28.24724585,82.70893318,local_unit_shapefile_centroid,local_unit_review_variant,Suwarnabati,ROLPA,Lumbini,local_unit_alias_renamed_or_variant,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Lumbini,Rolpa,Thawang Gaunpalika,28.46357407,82.74372075,local_unit_shapefile_centroid,local_unit_confirmed,Thawang,ROLPA,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Lumbini,Rolpa,Tribeni Gaunpalika,28.29635392,82.46853618,local_unit_shapefile_centroid,local_unit_confirmed,Tribeni,ROLPA,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Lumbini,Pyuthan,Aairawati Rural Municipality,27.99191141,82.92426325,local_unit_shapefile_centroid,local_unit_confirmed,Ayirabati,PYUTHAN,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Lumbini,Pyuthan,Gaumukhi Rural Municipality,28.25387382,83.02184654,local_unit_shapefile_centroid,local_unit_confirmed,Gaumukhi,PYUTHAN,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Lumbini,Pyuthan,Jhimaruk Rural Municipality,28.14421897,82.98428749,local_unit_shapefile_centroid,local_unit_review_variant,Jhimruk,PYUTHAN,Lumbini,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Lumbini,Pyuthan,Mallarani Rural Municipality,28.07178507,82.91366632,local_unit_shapefile_centroid,local_unit_confirmed,Mallarani,PYUTHAN,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Lumbini,Pyuthan,Mandavi Rural Municipality,28.04459841,82.76125172,local_unit_shapefile_centroid,local_unit_confirmed,Mandavi,PYUTHAN,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Lumbini,Pyuthan,Naubahini Rural Municipality,28.25238789,82.91816401,local_unit_shapefile_centroid,local_unit_confirmed,Naubahini,PYUTHAN,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Lumbini,Pyuthan,Pyuthan Municipality,28.12541113,82.85305906,local_unit_shapefile_centroid,local_unit_confirmed,Pyuthan,PYUTHAN,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Lumbini,Pyuthan,Sarumarani Rural Municipality,27.94787834,82.83140953,local_unit_shapefile_centroid,local_unit_confirmed,Sarumarani,PYUTHAN,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Lumbini,Pyuthan,Sworgadwari Municipality,28.13387552,82.69596232,local_unit_shapefile_centroid,local_unit_review_variant,Sworgadwary,PYUTHAN,Lumbini,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
